rat_unique_id,thermal_relpath,thermal_abspath,thermal_filename,thermal_width,thermal_height,mask_abspath,mask_width,mask_height,csv_abspath,csv_shape,notes
Rat1,Rat1\Thermal Imaging\Thermal_31.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_31.png,Thermal_31.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_31.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_31_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_32.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_32.png,Thermal_32.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_32.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_32_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_33.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_33.png,Thermal_33.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_33.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_33_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_34.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_34.png,Thermal_34.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_34.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_34_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_35.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_35.png,Thermal_35.png,640,480,..\Data For Segmentation\Rat1\Mask\Thermal_35.png,640,480,..\Data For Segmentation\Rat1\CSV\Thermal_35_CSV.csv,"(480, 640)",
Rat1,Rat1\Thermal Imaging\Thermal_36.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_36.png,Thermal_36.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_36.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_36_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_37.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_37.png,Thermal_37.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_37.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_37_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_38.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_38.png,Thermal_38.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_38.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_38_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_39.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_39.png,Thermal_39.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_39.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_39_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_4.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_4.png,Thermal_4.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_4.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_4_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_40.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_40.png,Thermal_40.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_40.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_40_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_41.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_41.png,Thermal_41.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_41.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_41_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_42.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_42.png,Thermal_42.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_42.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_42_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_43.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_43.png,Thermal_43.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_43.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_43_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_5.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_5.png,Thermal_5.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_5.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_5_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_6.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_6.png,Thermal_6.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_6.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_6_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_7.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_7.png,Thermal_7.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_7.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_7_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_8.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_8.png,Thermal_8.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_8.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_8_CSV.csv,"(640, 480)",
Rat1,Rat1\Thermal Imaging\Thermal_9.png,..\Data For Segmentation\Rat1\Thermal Imaging\Thermal_9.png,Thermal_9.png,480,640,..\Data For Segmentation\Rat1\Mask\Thermal_9.png,480,640,..\Data For Segmentation\Rat1\CSV\Thermal_9_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_1.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_1.png,Thermal_1.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_1.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_1_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_10.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_10.png,Thermal_10.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_10.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_10_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_11.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_11.png,Thermal_11.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_11.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_11_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_12.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_12.png,Thermal_12.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_12.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_12_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_13.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_13.png,Thermal_13.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_13.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_13_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_2.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_2.png,Thermal_2.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_2.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_2_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_3.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_3.png,Thermal_3.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_3.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_3_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_4.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_4.png,Thermal_4.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_4.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_4_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_5.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_5.png,Thermal_5.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_5.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_5_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_6.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_6.png,Thermal_6.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_6.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_6_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_7.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_7.png,Thermal_7.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_7.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_7_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_8.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_8.png,Thermal_8.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_8.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_8_CSV.csv,"(640, 480)",
Rat10,Rat10\Thermal Imaging\Thermal_9.png,..\Data For Segmentation\Rat10\Thermal Imaging\Thermal_9.png,Thermal_9.png,480,640,..\Data For Segmentation\Rat10\Mask\Thermal_9.png,480,640,..\Data For Segmentation\Rat10\CSV\Thermal_9_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_1.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_1.png,Thermal_1.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_1.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_1_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_10.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_10.png,Thermal_10.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_10.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_10_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_11.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_11.png,Thermal_11.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_11.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_11_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_12.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_12.png,Thermal_12.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_12.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_12_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_13.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_13.png,Thermal_13.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_13.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_13_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_14.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_14.png,Thermal_14.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_14.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_14_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_15.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_15.png,Thermal_15.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_15.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_15_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_16.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_16.png,Thermal_16.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_16.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_16_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_2.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_2.png,Thermal_2.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_2.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_2_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_3.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_3.png,Thermal_3.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_3.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_3_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_4.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_4.png,Thermal_4.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_4.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_4_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_5.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_5.png,Thermal_5.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_5.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_5_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_6.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_6.png,Thermal_6.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_6.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_6_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_7.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_7.png,Thermal_7.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_7.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_7_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_8.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_8.png,Thermal_8.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_8.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_8_CSV.csv,"(640, 480)",
Rat11,Rat11\Thermal Imaging\Thermal_9.png,..\Data For Segmentation\Rat11\Thermal Imaging\Thermal_9.png,Thermal_9.png,480,640,..\Data For Segmentation\Rat11\Mask\Thermal_9.png,480,640,..\Data For Segmentation\Rat11\CSV\Thermal_9_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_1.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_1.png,Thermal_1.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_1.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_1_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_10.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_10.png,Thermal_10.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_10.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_10_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_11.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_11.png,Thermal_11.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_11.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_11_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_12.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_12.png,Thermal_12.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_12.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_12_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_13.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_13.png,Thermal_13.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_13.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_13_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_14.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_14.png,Thermal_14.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_14.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_14_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_15.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_15.png,Thermal_15.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_15.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_15_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_16.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_16.png,Thermal_16.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_16.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_16_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_17.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_17.png,Thermal_17.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_17.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_17_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_2.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_2.png,Thermal_2.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_2.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_2_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_3.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_3.png,Thermal_3.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_3.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_3_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_4.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_4.png,Thermal_4.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_4.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_4_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_5.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_5.png,Thermal_5.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_5.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_5_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_6.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_6.png,Thermal_6.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_6.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_6_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_7.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_7.png,Thermal_7.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_7.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_7_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_8.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_8.png,Thermal_8.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_8.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_8_CSV.csv,"(640, 480)",
Rat12,Rat12\Thermal Imaging\Thermal_9.png,..\Data For Segmentation\Rat12\Thermal Imaging\Thermal_9.png,Thermal_9.png,480,640,..\Data For Segmentation\Rat12\Mask\Thermal_9.png,480,640,..\Data For Segmentation\Rat12\CSV\Thermal_9_CSV.csv,"(640, 480)",
Rat13,Rat13\Thermal Imaging\Thermal_1.png,..\Data For Segmentation\Rat13\Thermal Imaging\Thermal_1.png,Thermal_1.png,480,640,..\Data For Segmentation\Rat13\Mask\Thermal_1.png,480,640,..\Data For Segmentation\Rat13\CSV\Thermal_1_CSV.csv,"(640, 480)",
Rat13,Rat13\Thermal Imaging\Thermal_10.png,..\Data For Segmentation\Rat13\Thermal Imaging\Thermal_10.png,Thermal_10.png,480,640,..\Data For Segmentation\Rat13\Mask\Thermal_10.png,480,640,..\Data For Segmentation\Rat13\CSV\Thermal_10_CSV.csv,"(640, 480)",
